,
1,13.5669
2,13.7181
3,13.8243
4,13.9395
5,13.9286
6,14.0735
7,14.2273
8,14.2969
9,14.3422
10,14.5193
11,14.5326
12,14.6414
13,14.7665
14,14.935
15,15.0286
16,15.127
17,15.3243
18,15.3841
19,15.5484
20,15.7417
21,15.8264
22,16.0389
23,16.1855
24,16.2963
25,16.4874
26,16.5259
27,16.7946
28,16.8545
29,16.9907
30,17.301
31,17.3731
32,17.5385
33,17.8095
34,17.9032
35,18.2011
36,18.4114
37,18.5325
38,18.759
39,19.0062
40,19.1465
41,19.2774
42,19.4305
43,19.8493
44,19.875
45,20.3478
46,20.5147
47,20.7481
48,20.9302
49,21.312
50,21.5122
51,21.9661
52,22.0345
53,22.2261
54,22.7027
55,23
56,23.215
57,23.6471
58,23.703
59,24
60,24.2449
61,24.6316
62,25.0435
63,25.6854
64,26.1628
65,26.1628
66,26.3571
67,26.7805
68,26.561
69,26.6667
70,27.6923
71,28.32
72,28.4595
73,28.8493
74,29.8286
75,30.4412
76,30.6269
77,31.5692
78,31.2923
79,32.2258
80,33.5172
81,33.2542
82,33.7895
83,34.3929
84,34.3929
85,34.3929
86,35.6604
87,36.3462
88,36.3462
89,37.0588
90,37.0588
91,38.2041
92,37.8367
93,39
94,38.16
95,39
96,39
97,39
98,39
99,39
100,40.3043
101,41.2
102,43.9024
103,42.6977
104,47.1892
105,46.4211
106,49.3714
107,49.3714
108,51.2727
109,52.875
110,54
111,54
112,55.2
113,53.4194
114,55.2
115,55.2
116,59.3333
117,59.3333
118,58.6667
119,57.2143
120,58.6667
121,58.6667
122,63.75
123,61.2
124,64.9565
125,63
126,63
127,67.0909
128,64.9565
129,67.0909
130,67.0909
131,69.4286
132,66.2727
133,67.0909
134,68.5714
135,77
136,73.8947
137,79.4118
138,83.25
139,79.4118
140,79.4118
141,83.25
142,86.4
143,85.2
144,79.875
145,81
146,88.7143
147,87.4286
148,81.6
149,76.5
150,84.8571
151,83.5714
152,88.6154
153,82.2857
154,93
155,87.2308
156,91.5
157,98.1818
158,106.2
159,88.5
160,104.4
161,102.6
162,102.6
163,93.2727
164,123.75
165,99
166,108
167,106
168,95.4
169,100
170,91.8
171,98
172,108
173,120.857
174,120.857
175,105.75
176,103.5
177,103.5
178,101.25
179,88
180,88
181,110.571
182,96.75
183,86
184,84
185,102.857
186,100.286
187,114
188,129.6
189,95.1429
190,90
191,78.75
192,118.8
193,144
194,96
195,135
196,111.6
197,87
198,100.8
199,100.8
200,97.2
201,117
202,216
203,72
204,72
205,61.7143
206,60.75
207,94.5
