,
1,9.50318
2,9.9207
3,10.2838
4,10.6698
5,10.9643
6,11.3676
7,11.8864
8,12.3438
9,12.8155
10,13.2569
11,13.6969
12,14.172
13,14.6617
14,15.1827
15,15.6571
16,16.1564
17,16.75
18,17.2561
19,18.0323
20,18.6679
21,19.034
22,19.7354
23,20.5242
24,21
25,21.4958
26,22.1034
27,22.9375
28,23.4591
29,24.1308
30,25.1602
31,25.7612
32,26.5692
33,27.4286
34,27.8548
35,28.9553
36,29.6457
37,30.716
38,31.3614
39,32.3602
40,33.2166
41,33.7484
42,34.7351
43,35.9521
44,36.5
45,38.1087
46,38.7206
47,40.229
48,40.8372
49,42.04
50,42.7805
51,44.6271
52,45.4569
53,46
54,47.4595
55,48.8333
56,49.4486
57,51.5588
58,52.2376
59,53.5455
60,53.9898
61,55.7579
62,57.7391
63,59.5506
64,61.2791
65,61.2791
66,62.6071
67,64.439
68,64.5488
69,64.7778
70,67.6923
71,70.6
72,71.1757
73,72.5068
74,75.5714
75,77.7647
76,79.0448
77,81.4462
78,81.3077
79,85.1935
80,91.1552
81,89.6271
82,92.8947
83,94.5357
84,94.6964
85,94.375
86,100
87,101.731
88,101.904
89,103.529
90,103.529
91,106.98
92,106.796
93,108.625
94,104.14
95,108.813
96,108.438
97,108.438
98,108.438
99,108.438
100,112.13
101,113.8
102,124.366
103,118
104,136.973
105,132.921
106,143.714
107,143.457
108,151.273
109,155.688
110,159.806
111,159.226
112,164.5
113,158.065
114,162.4
115,161.5
116,179
117,178
118,176.667
119,169.429
120,175.333
121,174
122,195.25
123,186.4
124,201.739
125,191.875
126,190.375
127,206.364
128,197.043
129,204.727
130,203.5
131,211.857
132,201.045
133,200.227
134,208.429
135,242.5
136,228.368
137,253
138,268.188
139,250.353
140,249.294
141,263.688
142,278.2
143,277
144,258.625
145,255.813
146,290.286
147,289.643
148,268.6
149,251.313
150,285.143
151,282.571
152,303.538
153,279.357
154,325
155,295.923
156,319.75
157,346.273
158,379
159,313
160,372.7
161,370.9
162,368.2
163,331.545
164,453.25
165,360.1
166,398
167,393
168,351.1
169,389
170,348.4
171,384
172,428.5
173,484.429
174,480.571
175,415
176,412.75
177,411.625
178,409.375
179,360
180,359
181,457.429
182,398.125
183,353
184,349
185,444.571
186,442
187,514
188,611.2
189,431.714
190,429.143
191,374.5
192,591.4
193,739
194,485.5
195,725.5
196,577
197,478
198,573.4
199,568
200,564.4
201,700.75
202,1391.5
203,455.5
204,454
205,388
206,343
207,676
