113.813	-5.22128	1219.86
113.447	-5.22128	1219.86
117.724	-5.49778	1274.07
115.165	-5.35652	1246.38
117.342	-5.49778	1274.07
116.96	-5.49778	1274.07
114.417	-5.16957	1246.38
116.578	-5.11556	1274.07
116.196	-5.11556	1274.07
115.813	-5.11556	1274.07
118.055	-5.25455	1303.03
117.664	-5.25455	1303.03
120	-5.6	1333.33
117.273	-5.25455	1303.03
119.6	-5.2	1333.33
122.038	-5.55238	1365.08
119.2	-5.2	1333.33
118.8	-5.2	1333.33
121.219	-5.34762	1365.08
120.81	-5.14286	1365.08
123.337	-5.29268	1398.37
123.337	-5.29268	1398.37
120.4	-5.14286	1365.08
120.4	-4.9381	1365.08
122.917	-5.29268	1398.37
122.498	-5.29268	1398.37
125.13	-5.45	1433.33
122.078	-5.29268	1398.37
124.7	-5.45	1433.33
124.27	-5.45	1433.33
124.27	-5.45	1433.33
123.84	-5.665	1433.33
126.574	-5.61538	1470.09
123.41	-5.665	1433.33
126.133	-5.8359	1470.09
122.98	-5.45	1433.33
125.692	-5.61538	1470.09
125.692	-5.8359	1470.09
128.547	-5.78947	1508.77
128.095	-5.33684	1508.77
124.81	-5.39487	1470.09
127.642	-5.33684	1508.77
130.627	-5.74054	1549.55
130.162	-5.74054	1549.55
129.697	-5.74054	1549.55
129.697	-5.74054	1549.55
129.232	-5.74054	1549.55
129.232	-5.74054	1549.55
128.768	-5.74054	1549.55
128.768	-5.74054	1549.55
128.303	-5.50811	1549.55
128.303	-5.74054	1549.55
127.838	-5.74054	1549.55
