0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
12.2202	6.41651	45.4925
12.2604	6.60377	46.78
12.2553	6.81431	47.9563
12.213	7.05325	48.9021
12.2444	7.26884	50.4957
12.2521	7.54202	52.087
12.2198	7.78879	53.434
12.2257	8.02876	54.8526
12.2187	8.29841	56.477
12.1963	8.63318	57.9285
12.1727	8.85612	59.4566
12.1778	9.13333	61.2182
12.1523	9.49746	62.9274
12.1875	9.71875	64.5661
12.2419	9.97581	66.6489
12.2479	10.3719	68.3013
12.187	10.6374	70.2362
12.1565	10.913	71.8649
12.1433	11.2358	74.0101
12.2025	11.546	76.0533
12.1698	11.9245	77.9666
12.1954	12.3453	80.7602
12.1589	12.6225	82.0973
12.2253	12.9795	84.6191
12.1672	13.3554	86.3881
12.2166	13.769	89.5068
12.1765	14.1029	91.1522
12.2045	14.5	93.9144
12.1868	14.9377	96.4723
12.2143	15.2143	98.3865
12.3197	15.7172	101.612
12.2521	16.1639	104.174
12.2308	16.4615	105.955
12.2907	16.9383	109.222
12.2432	17.2973	111.682
12.2765	17.7558	114.255
12.2535	18.1549	116.401
12.2927	18.8244	120.943
12.297	19.1782	122.74
12.2727	19.5455	125.219
12.375	20.0313	129.132
12.3511	20.5798	131.88
12.3568	20.8973	134.018
12.3315	21.3867	136.98
12.4457	22.0343	141.677
12.4535	22.4535	144.148
12.3214	23.0179	147.58
12.3273	23.4727	150.263
12.3333	23.7778	153.046
12.4968	24.5032	157.92
12.5065	24.961	160.996
