0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
13.5669	9.50318	52.6399
13.7181	9.9207	54.611
13.8243	10.2838	55.841
13.9395	10.6698	57.659
13.9286	10.9643	59.0319
14.0735	11.3676	60.7681
14.2273	11.8864	62.6096
14.2969	12.3438	64.5661
14.3422	12.8155	66.2925
14.5193	13.2569	68.49
14.5326	13.6969	70.2362
14.6414	14.172	72.2839
14.7665	14.6617	74.2317
14.935	15.1827	76.7597
15.0286	15.6571	78.7092
15.127	16.1564	80.7602
15.3243	16.75	83.7614
15.3841	17.2561	85.7903
15.5484	18.0323	88.8652
15.7417	18.6679	91.4885
15.8264	19.034	93.56
16.0389	19.7354	96.4723
16.1855	20.5242	99.9733
16.2963	21	102.03
16.4874	21.4958	104.174
16.5259	22.1034	106.868
16.7946	22.9375	110.685
16.8545	23.4591	112.697
16.9907	24.1308	115.857
17.301	25.1602	120.356
17.3731	25.7612	123.35
17.5385	26.5692	127.146
17.8095	27.4286	131.182
17.9032	27.8548	133.298
18.2011	28.9553	138.511
18.4114	29.6457	141.677
18.5325	30.716	146.706
18.759	31.3614	149.358
19.0062	32.3602	153.996
19.1465	33.2166	157.92
19.2774	33.7484	159.957
19.4305	34.7351	164.195
19.8493	35.9521	169.818
19.875	36.5	172.176
20.3478	38.1087	179.662
20.5147	38.7206	182.304
20.7481	40.229	189.263
20.9302	40.8372	192.197
21.312	42.04	198.347
21.5122	42.7805	201.572
21.9661	44.6271	210.113
22.0345	45.4569	213.736
22.2261	46	215.595
22.7027	47.4595	223.364
23	48.8333	229.568
23.215	49.4486	231.714
23.6471	51.5588	243.072
23.703	52.2376	245.479
24	53.5455	250.438
24.2449	53.9898	252.994
24.6316	55.7579	260.983
25.0435	57.7391	269.493
25.6854	59.5506	278.577
26.1628	61.2791	288.295
26.1628	61.2791	288.295
26.3571	62.6071	295.159
26.7805	64.439	302.358
26.561	64.5488	302.358
26.6667	64.7778	306.091
27.6923	67.6923	317.864
28.32	70.6	330.579
28.4595	71.1757	335.046
28.8493	72.5068	339.635
29.8286	75.5714	354.191
30.4412	77.7647	364.609
30.6269	79.0448	370.051
31.5692	81.4462	381.437
31.2923	81.3077	381.437
32.2258	85.1935	399.893
33.5172	91.1552	427.472
33.2542	89.6271	420.227
33.7895	92.8947	434.972
34.3929	94.5357	442.739
34.3929	94.6964	442.739
34.3929	94.375	442.739
35.6604	100	467.8
36.3462	101.731	476.796
36.3462	101.904	476.796
37.0588	103.529	486.145
37.0588	103.529	486.145
38.2041	106.98	505.988
37.8367	106.796	505.988
39	108.625	516.529
38.16	104.14	495.868
39	108.813	516.529
39	108.438	516.529
39	108.438	516.529
39	108.438	516.529
39	108.438	516.529
40.3043	112.13	538.987
41.2	113.8	550.964
43.9024	124.366	604.717
42.6977	118	576.59
47.1892	136.973	670.092
46.4211	132.921	652.458
49.3714	143.714	708.383
49.3714	143.457	708.383
51.2727	151.273	751.315
52.875	155.688	774.793
54	159.806	799.787
54	159.226	799.787
55.2	164.5	826.446
53.4194	158.065	799.787
55.2	162.4	826.446
55.2	161.5	826.446
59.3333	179	918.274
59.3333	178	918.274
58.6667	176.667	918.274
57.2143	169.429	885.478
58.6667	175.333	918.274
58.6667	174	918.274
63.75	195.25	1033.06
61.2	186.4	991.736
64.9565	201.739	1077.97
63	191.875	1033.06
63	190.375	1033.06
67.0909	206.364	1126.97
64.9565	197.043	1077.97
67.0909	204.727	1126.97
67.0909	203.5	1126.97
69.4286	211.857	1180.64
66.2727	201.045	1126.97
67.0909	200.227	1126.97
68.5714	208.429	1180.64
77	242.5	1377.41
73.8947	228.368	1304.92
79.4118	253	1458.43
83.25	268.188	1549.59
79.4118	250.353	1458.43
79.4118	249.294	1458.43
83.25	263.688	1549.59
86.4	278.2	1652.89
85.2	277	1652.89
79.875	258.625	1549.59
81	255.813	1549.59
88.7143	290.286	1770.96
87.4286	289.643	1770.96
81.6	268.6	1652.89
76.5	251.313	1549.59
84.8571	285.143	1770.96
83.5714	282.571	1770.96
88.6154	303.538	1907.18
82.2857	279.357	1770.96
93	325	2066.12
87.2308	295.923	1907.18
91.5	319.75	2066.12
98.1818	346.273	2253.94
106.2	379	2479.34
88.5	313	2066.12
104.4	372.7	2479.34
102.6	370.9	2479.34
102.6	368.2	2479.34
93.2727	331.545	2253.94
123.75	453.25	3099.17
99	360.1	2479.34
108	398	2754.82
106	393	2754.82
95.4	351.1	2479.34
100	389	2754.82
91.8	348.4	2479.34
98	384	2754.82
108	428.5	3099.17
120.857	484.429	3541.91
120.857	480.571	3541.91
105.75	415	3099.17
103.5	412.75	3099.17
103.5	411.625	3099.17
101.25	409.375	3099.17
88	360	2754.82
88	359	2754.82
110.571	457.429	3541.91
96.75	398.125	3099.17
86	353	2754.82
84	349	2754.82
102.857	444.571	3541.91
100.286	442	3541.91
114	514	4132.23
129.6	611.2	4958.68
95.1429	431.714	3541.91
90	429.143	3541.91
78.75	374.5	3099.17
118.8	591.4	4958.68
144	739	6198.35
96	485.5	4132.23
135	725.5	6198.35
111.6	577	4958.68
87	478	4132.23
100.8	573.4	4958.68
100.8	568	4958.68
97.2	564.4	4958.68
117	700.75	6198.35
216	1391.5	12396.7
72	455.5	4132.23
72	454	4132.23
61.7143	388	3541.91
60.75	343	3099.17
94.5	676	6198.35
